Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Sushil, R., Garg, K., Bhargava, R.",57091739600; 25622530600; 23063065000,"Design, validation, simulation and parametric evaluation of a novel protocol for locating mobile agents in multiregion environment",2008,Journal of Computer Science,4,3,,256,271,,3.0,10.3844/jcssp.2008.256.271,https://www.scopus.com/inward/record.url?eid=2-s2.0-54449098378&partnerID=40&md5=77c33267d66a50c970b3b334e48d86ab,Article,Final,Open Access,Scopus,2-s2.0-54449098378,1574531707.0,False
"Bouillard, Ph., Almeida, J.P.M., Decouvreur, V., Mertens, T.",7003504219; 7101656999; 6507639646; 15048186900,"Some challenges in computational vibro-acoustics: Verification, validation and medium frequencies",2008,Computational Mechanics,42,2,,317,326,,3.0,10.1007/s00466-006-0153-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-42449098141&partnerID=40&md5=ba8087854a16f9ce5cd277fbf7a75a96,Article,Final,,Scopus,2-s2.0-42449098141,1574531710.0,False
"Hashimoto, S., Yamaguchi, Y., Shimoda, Y., Mizuno, M.",55497346800; 8638124400; 15081121700; 7402731678,Simulation model for multi-purpose evaluation of urban energy system,2007,IBPSA 2007 - International Building Performance Simulation Association 2007,,,,554,561,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84869783110&partnerID=40&md5=89448fc88b8fb6ee3f4fc57ca8ac0c8d,Conference Paper,Final,,Scopus,2-s2.0-84869783110,1574531714.0,False
"Dvornik, J., Dvornik, S., Tireli, E.",13405558700; 24829113100; 54948914400,System dynamics simulation model of the ship steam boiler,2007,"WMSCI 2007 - The 11th World Multi-Conference on Systemics, Cybernetics and Informatics, Jointly with the 13th International Conference on Information Systems Analysis and Synthesis, ISAS 2007 - Proc.",2,,,25,29,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-77954438043&partnerID=40&md5=fc2cfe4864fa0c9fb98a26f8efeaae2e,Conference Paper,Final,,Scopus,2-s2.0-77954438043,1574531717.0,False
"Szigeti, J., Cinkler, T.",7003799337; 35577020100,Incremental availability evaluation model for p-cycle protected connections,2007,"2007 6th International Workshop on Design and Reliable Communication Networks, DRCN 2007",,, 4762278,,,,3.0,10.1109/DRCN.2007.4762278,https://www.scopus.com/inward/record.url?eid=2-s2.0-63249085553&partnerID=40&md5=7d04f7b1455c3b746c711484857b95ea,Conference Paper,Final,,Scopus,2-s2.0-63249085553,1574531724.0,False
"Mohindra, R., Sapp, J.L., Clements, J.C., Horáček, B.M.",57200009313; 7006373470; 7202538049; 57189041848,Use of body-surface potential mapping and computer model simulations for optimal programming of cardiac resynchronization therapy devices,2007,Computers in Cardiology,34,, 4745423,69,72,,3.0,10.1109/CIC.2007.4745423,https://www.scopus.com/inward/record.url?eid=2-s2.0-62249143951&partnerID=40&md5=34ebc59fd66300b4e5b3aef6b2e05ce9,Conference Paper,Final,,Scopus,2-s2.0-62249143951,1574531730.0,False
"Arthur, J.D., Bazaz, A., Nance, R.E., Balei, O.",7202382214; 6507460101; 7005431044; 24832761400,"Mitigating security risks in systems that support pervasive services and computing: Access-driven verification, validation and testing",2007,"2007 IEEE International Conference on Pervasive Services, ICPS",,, 4283900,109,117,,3.0,10.1109/PERSER.2007.4283900,https://www.scopus.com/inward/record.url?eid=2-s2.0-52249090452&partnerID=40&md5=e8e9b5038add3ff4b56b6a02c83a8546,Conference Paper,Final,,Scopus,2-s2.0-52249090452,1574531737.0,False
"Wang, J.-T., Min, F.-Y.",24833895000; 15065744200,Knowledge elicitation and acquisition for simulation validation,2007,"Proceedings - CIS Workshops 2007, 2007 International Conference on Computational Intelligence and Security Workshops",,, 4425452,85,88,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-52249086887&partnerID=40&md5=9728bf6fad1263df0d38a5226659064e,Conference Paper,Final,,Scopus,2-s2.0-52249086887,1574531740.0,False
"Shida, S., Shibata, Y., Oguri, K., Buell, D.A.",24480166400; 7402035606; 7101879572; 7006523696,Implementation of a barotropic operator for ocean model simulation using a reconfigurable machine,2007,"Proceedings - 2007 International Conference on Field Programmable Logic and Applications, FPL",,, 4380723,589,592,,3.0,10.1109/FPL.2007.4380723,https://www.scopus.com/inward/record.url?eid=2-s2.0-48149094366&partnerID=40&md5=f8413cd98a0adc94877d2d0c9fb483bd,Conference Paper,Final,,Scopus,2-s2.0-48149094366,1574531742.0,False
"Chaisricharoen, R., Chipipop, B., Sirinaovakul, B.",23990149300; 24279700600; 55975749100,Novel bandpass-biquad evaluation model for computer-based compensation of an OTA-C filter,2007,"IEEE Workshop on Signal Processing Systems, SiPS: Design and Implementation",,, 4387588,441,446,,3.0,10.1109/SIPS.2007.4387588,https://www.scopus.com/inward/record.url?eid=2-s2.0-47949131176&partnerID=40&md5=46526e1c4846a0018a42ddae4576f914,Conference Paper,Final,,Scopus,2-s2.0-47949131176,1574531745.0,False
"Yunfeng, A., Qunzhi, Z., Haitao, Z.",24345814200; 24344637300; 57209047917,A new simulation model for 4WS vehicles based on dynamic tire friction model,2007,"Proceedings of the 2nd IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications, MESA 2006",,, 4077824,,,,3.0,10.1109/MESA.2006.296997,https://www.scopus.com/inward/record.url?eid=2-s2.0-44949223737&partnerID=40&md5=71d833049ae3d8e073266d7e800e083f,Conference Paper,Final,,Scopus,2-s2.0-44949223737,1574531747.0,False
"Ott, M.N., Jin, X., LaRocca, F.V., Matuszeski, A., Chuska, R.F., Macmurphy, S.L.",35249257800; 51564115900; 56986058800; 14056726900; 14055370500; 6506331056,Requirements validation testing on the 7 optical fiber array connector/cable assemblies for the lunar reconnaissance orbiter (LRO),2007,Proceedings of SPIE - The International Society for Optical Engineering,6713,, 67130Q,,,,3.0,10.1117/12.733965,https://www.scopus.com/inward/record.url?eid=2-s2.0-42149141792&partnerID=40&md5=c009f5e44862874aa0a64d9cbd977518,Conference Paper,Final,,Scopus,2-s2.0-42149141792,1574531752.0,False
"Huang, X., Miao, S., Liu, P.",16307011000; 7007020323; 25928577200,A simulation testing platform of ad hoc network,2007,"Proceedings - SERA 2007: Fifth ACIS International Conference on Software Engineering Research, Management, and Applications",,, 4296992,604,609,,3.0,10.1109/SERA.2007.29,https://www.scopus.com/inward/record.url?eid=2-s2.0-38649107356&partnerID=40&md5=e08d74ac2b4c2cd9f1a27ae419938c18,Conference Paper,Final,,Scopus,2-s2.0-38649107356,1574531754.0,False
"Lovas, R., Kacsuk, P.",22433533300; 35515819000,Correctness debugging of message passing programs using model verification techniques,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4757 LNCS,,,335,343,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38449090939&partnerID=40&md5=4c9bb86a8f10514ff4f0c60df1c2c030,Conference Paper,Final,,Scopus,2-s2.0-38449090939,1574531756.0,False
"Sung, M.",55804284000,Continuous motion graph for crowd simulation,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4469 LNCS,,,202,213,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049123058&partnerID=40&md5=65590b8b7e037a4f6cbbbb31b57b8a39,Conference Paper,Final,,Scopus,2-s2.0-38049123058,1574531759.0,True
"Ur, S., Yom-Tov, E., Wernick, P.",6701462116; 6602557629; 8415005400,An open source simulation model of software development and testing,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4383 LNCS,,,124,137,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049110725&partnerID=40&md5=e22bbe89e95264410e3b7904b503fd4e,Conference Paper,Final,,Scopus,2-s2.0-38049110725,1574531762.0,False
"Wang, X., Wu, X., Zhao, Y.",55736963200; 55715020500; 57196242703,Fuzzy comprehensive evaluation model for the high-tech brand risk,2007,"2007 International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2007",,, 4340894,4546,4549,,3.0,10.1109/WICOM.2007.1119,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049078078&partnerID=40&md5=aadd6d26f339c442cf8c2ac4b5df3755,Conference Paper,Final,,Scopus,2-s2.0-38049078078,1574531764.0,False
"Leishman, B., Budge, S., Pack, R.",57019790200; 7004755685; 8837193500,A validation procedure for a LADAR system radiometric simulation model,2007,Proceedings of SPIE - The International Society for Optical Engineering,6550,, 65500G,,,,3.0,10.1117/12.720240,https://www.scopus.com/inward/record.url?eid=2-s2.0-35948976596&partnerID=40&md5=04eaec4019cda027e5fc5cf51a303064,Conference Paper,Final,,Scopus,2-s2.0-35948976596,1574531767.0,False
"Wang, Y., Ho, J., Lin, B., Lin, C.-L., Sheng, Y.-C., Gong, Y., Hsu, S., Wu, K.",55954535900; 36952421100; 7403508207; 35462848500; 57207012241; 57198659168; 57199270391; 22636422300,A simple and practical approach for building lithography simulation models using a limited set of CD data and SEM pictures,2007,Proceedings of SPIE - The International Society for Optical Engineering,6521,, 65211S,,,,3.0,10.1117/12.712392,https://www.scopus.com/inward/record.url?eid=2-s2.0-35148889324&partnerID=40&md5=d99acd0e102fe5d54501f643a1f191b2,Conference Paper,Final,,Scopus,2-s2.0-35148889324,1574531772.0,False
"Remme, E.W., Smiseth, O.A.",6602218438; 7006367337,Characteristic strain pattern of moderately ischemic myocardium investigated in a finite element simulation model,2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4466 LNCS,,,330,339,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548062326&partnerID=40&md5=2dfbc0267c6eaf5feada673e2f0b4e9b,Conference Paper,Final,,Scopus,2-s2.0-34548062326,1574531776.0,False
"Liang, H.-H., Hung, M.-J., Liu, K.F.-R.",28367730500; 55800348800; 55858214000,The application of evaluation model using fuzzy grey decision system for the safety of hillside residence area in Taiwan,2007,WSEAS Transactions on Information Science and Applications,4,5,,916,923,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-34248348998&partnerID=40&md5=2d6a9f143d3cdb1d96c634470ea82955,Article,Final,,Scopus,2-s2.0-34248348998,1574531781.0,False
"Liu, C.-Y., Wang, D.-S.",13808178500; 57207907782,AHPCC: A high performance computer system evaluation model based on HPCC and analytic hierarchy process,2007,Ruan Jian Xue Bao/Journal of Software,18,4,,1039,1046,,3.0,10.1360/jos181039,https://www.scopus.com/inward/record.url?eid=2-s2.0-34249742198&partnerID=40&md5=8b3d33b7b6b91cc8e6b82b4f8d026462,Article,Final,,Scopus,2-s2.0-34249742198,1574531785.0,False
"Kampanis, N.A., Mitsoudis, D.A., Dracopoulos, M.C.",6602744425; 14834347900; 6602493903,Benchmarking two simulation models for underwater and atmospheric sound propagation,2007,Environmental Modelling and Software,22,3,,308,314,,3.0,10.1016/j.envsoft.2005.07.033,https://www.scopus.com/inward/record.url?eid=2-s2.0-33749684666&partnerID=40&md5=7b5c0867a360800eb66199088e1dc6a4,Article,Final,,Scopus,2-s2.0-33749684666,1574531789.0,False
"Wang, H.-J., Chang, G.-C., Li, X.-J., Du, J.-Z.",57196427859; 8363314500; 57192492577; 16063320100,Study on military general simulation model and integrative framework,2007,Xitong Fangzhen Xuebao / Journal of System Simulation,19,3,,486,490+504,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-33947538260&partnerID=40&md5=6fb7de07d88c0af375a2c687f1b0bd13,Article,Final,,Scopus,2-s2.0-33947538260,1574531791.0,False
"Lei, Y.-L., Zhao, W., Wang, W.-P., Zhu, Y.-F.",7201592058; 55725964700; 7501765704; 8855113900,Simulation model reuse approach for virtual prototyping,2007,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",13,2,,287,294,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-34147199967&partnerID=40&md5=3468e01ace9165e879353681d94488bc,Article,Final,,Scopus,2-s2.0-34147199967,1574531794.0,False
"Martens, J., Put, F., Kerre, E.",7201836890; 6506099302; 35509593100,A fuzzy-neural resemblance approach to validate simulation models,2007,Soft Computing,11,3,,299,307,,3.0,10.1007/s00500-006-0071-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-33750292045&partnerID=40&md5=3910ba5dfa5b8fd2daf893f2f0913156,Conference Paper,Final,,Scopus,2-s2.0-33750292045,1574531797.0,False
"Lagar-Cavilla, H.A., Baron, G., Hart, T.E., Litty, L., De Lara, E.",16175314900; 15843119800; 8421823300; 14039173000; 6602131988,On the robustness of simple indoor MANET simulation models,2007,Ad-Hoc and Sensor Wireless Networks,4,4,,321,354,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84905825466&partnerID=40&md5=c18bc72a9ce992a3ebd4421a85d566e1,Article,Final,,Scopus,2-s2.0-84905825466,1574531811.0,False
"Zhinian, L., Wenjun, Z.",24282297300; 55625238400,The simulation models for rayleigh fading channels,2007,"Proceedings of the Second International Conference on Communications and Networking in China, ChinaCom 2007",,, 4469592,1158,1163,,3.0,10.1109/CHINACOM.2007.4469592,https://www.scopus.com/inward/record.url?eid=2-s2.0-43949087522&partnerID=40&md5=0b7e05edf2588d3803843dcf8c70c8f1,Conference Paper,Final,,Scopus,2-s2.0-43949087522,1574531814.0,False
"Venhola, W., Wainer, G.",55502375700; 6602806851,DEVSView: A tool for visualizing CD++ simulation models,2006,Simulation Series,,,,133,140,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84876836689&partnerID=40&md5=39801acf5c581a9044bc2d3f4125f014,Conference Paper,Final,,Scopus,2-s2.0-84876836689,1574531816.0,False
"Busato, P., Berruto, R.",25958926900; 6508173731,FruitGame: Simulation model to study the supply Chain logistics for fresh produce,2006,Computers in Agriculture and Natural Resources - Proceedings of the 4th World Congress,,,,488,493,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-58249114913&partnerID=40&md5=96288c0aa15019ebbe2d0bb0f8a0d817,Conference Paper,Final,,Scopus,2-s2.0-58249114913,1574531821.0,False
"Shumin, Z., Yamin, S., Ling, L., Zhifeng, C.",23111792500; 55926896900; 57194892247; 57210297697,Fire simulation model based on particle system and its application in virtual reality,2006,"Proceedings - 16th International Conference on Artificial Reality and Telexistence - Workshops, ICAT 2006",,, 4089330,642,645,,3.0,10.1109/ICAT.2006.64,https://www.scopus.com/inward/record.url?eid=2-s2.0-46449107228&partnerID=40&md5=bf6d1c71138b3c612491dec5dce20ea6,Conference Paper,Final,,Scopus,2-s2.0-46449107228,1574531830.0,False
"Cowdale, A.",6507930553,Lessons identified from data collection for model validation,2006,Proceedings - Winter Simulation Conference,,, 4117749,1280,1285,,3.0,10.1109/WSC.2006.323225,https://www.scopus.com/inward/record.url?eid=2-s2.0-46149112398&partnerID=40&md5=712360e6cf50ef4c49a28844c6750808,Conference Paper,Final,,Scopus,2-s2.0-46149112398,1574531837.0,False
"Horita, Y., Sato, M., Kawayoke, Y., Sazzad, Z.M.P., Shibata, K.",7007130015; 56307528900; 24080096400; 24479869100; 7403544854,Image quality evaluation model based on local features and segmentation,2006,"Proceedings - International Conference on Image Processing, ICIP",,, 4106552,405,408,,3.0,10.1109/ICIP.2006.312479,https://www.scopus.com/inward/record.url?eid=2-s2.0-38149037417&partnerID=40&md5=483aaf2026006e42fa2c65b5f844f2a5,Conference Paper,Final,,Scopus,2-s2.0-38149037417,1574531840.0,False
"El-Hassan, F., Matrawy, A., Seddigh, N., Nandy, B.",23392217700; 6602271186; 7801573693; 6603254144,Experimental evaluation of network security through a hierarchical quantitative metrics model,2006,"Proceedings of the Third IASTED International Conference on Communication, Network, and Information Security, CNIS 2006",,,,156,164,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049172772&partnerID=40&md5=8876e34c5ab29e420dfbefe1e7ae10cb,Conference Paper,Final,,Scopus,2-s2.0-38049172772,1574531843.0,False
"Egami, C.Y., Mon-Ma, M.L., Setti, J.R., Rilett, L.R.",57196870932; 22938382100; 6507000030; 7004260892,Automatic calibration of two-lane highway traffic simulation models using a genetic algorithm,2006,Applications of Advanced Technology in Transportation - Proceedings of the Ninth International Conference on Applications of Advanced Technology in Transportation,,,,510,515,,3.0,10.1061/40799(213)81,https://www.scopus.com/inward/record.url?eid=2-s2.0-35448995294&partnerID=40&md5=64ca3685ae0727aff997258e7a8b7379,Conference Paper,Final,,Scopus,2-s2.0-35448995294,1574531852.0,True
"Yang, W., Lindong, G.",57198595425; 8506638600,A new simulation model of multipath independent rayleigh fading channels,2006,"International Conference on Communication Technology Proceedings, ICCT",,, 4146462,,,,3.0,10.1109/ICCT.2006.341861,https://www.scopus.com/inward/record.url?eid=2-s2.0-34547557358&partnerID=40&md5=84fcdcc2f721de4e5e634b87c0a969c0,Conference Paper,Final,,Scopus,2-s2.0-34547557358,1574531857.0,False
"Ardanuy, P., Bergen, B., Huang, A., Kratz, G., Puschell, J., Schueler, C., Walker, J.",7003703412; 15050363300; 7402307060; 15056346900; 6603085134; 7004012437; 7405590173,Simultaneous Overpass off Nadir (SOON): A method for unified calibration/validation across IEOS and GEOSS system of systems,2006,Proceedings of SPIE - The International Society for Optical Engineering,6301,, 630101,,,,3.0,10.1117/12.682890,https://www.scopus.com/inward/record.url?eid=2-s2.0-33750729911&partnerID=40&md5=3cef38e2133d376b17d777d853b4a87c,Conference Paper,Final,,Scopus,2-s2.0-33750729911,1574531861.0,False
